MS_READY_SMILES
CC1(C)CC(CC(C)(CNC(=O)OCCOC(=O)C=C)C1)NC(=O)OCCOC(=O)C=C
COC1=CC=C(NS(=O)(=O)C2=CC(NC(=O)C3=CC=CC=C3)=CC=C2N2CCOCC2)C=C1
CCN(CC)S(=O)(=O)C1=CC=CC(NC(=O)COC(=O)C2=C3CCCC3=NC3=CC=CC=C23)=C1
O=C(OC1CCCC1OC(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=C(C=C1)N(=O)=O
FC(F)(F)C1=CC(NC(=S)C(=S)NC2=CC=CC(=C2)C(F)(F)F)=CC=C1
FC(F)(F)C1=CC(=CC=C1)S(=O)(=O)NC1=C(Cl)C=C(C=C1)C(F)(F)F
O=N(=O)C1=CC(=C(NC2=CC=C(NC3=C(C=C(C=C3)N(=O)=O)N(=O)=O)C=C2)C=C1)N(=O)=O
CCCCN(CC1=CC=CN1CC1=CC(OC)=CC=C1)C(=O)C1=CC(=CC=C1)N(=O)=O
CC(C)(C1=CC=C(OCC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C1=CC=C(OCC2=CC=C(C=C2)[N+]([O-])=O)C=C1
NC1=C(N)C=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(Br)=C1
CCCCCCCCCCCCC#CC#CCCCCCCCCCCC(O)=O
OC1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(O)C=C2)C1=O
CC(=CCP(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C=CC1=C(C)CCCC1(C)C
CCCC[Sn](CCCC)(CCCC)C1=CN=C(NC(=O)OC(C)(C)C)S1
CN(CC1=CC=CC(F)=C1)C(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1
CN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC1(C)C(=O)C(C)(C)C1(Cl)SSSSSC1(Cl)C(C)(C)C(=O)C1(C)C
CCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(OC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1
BrC1=NN(C2=CC=CN=C12)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCCCCCCCCCCCCCOC(=O)C=CC1=CC=C(Cl)C=C1
CCCCCCCCCCCCC1=CC=CC=C1CCCCCCCCCCCC
FC(F)(F)S(=O)(=O)OC1=CC=CC=C1C1=CC=CC=C1OS(=O)(=O)C(F)(F)F
NC(CCCCNCC(CCC(N)C(O)=O)C=CCCC(N)C(O)=O)C(O)=O
OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)C1=CSC(=N1)C1=CC=CC=N1
CCCC[Sn](CCCC)(CCCC)OCCCBr
CC(C)OC(=S)S[Sn](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
[O-][N+](=O)C1=CC(Cl)=C(C=C1)N1CCN(CC1)C(=O)C1=CC(F)=C(F)C=C1Cl
CC1=C2COC(C)(C)CC2=C2C(N)=C(OC2=N1)C(=O)C1=CC=C(Br)C=C1
OC(=O)C1=C(OCC2=CC=CC=C2)C(=CC(=C1OCC1=CC=CC=C1)[N+]([O-])=O)[N+]([O-])=O
COC(=O)CC1CCCN(C(=O)C2=CC=C(C=C2Cl)N2CCCC2)C2=C1C=CC=C2
COC1=C(CC=C(C)C)C2=C(OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C2=O)C=C1O
BrC1=CC(Br)=C(OC2=CC=CC=C2)C(Br)=C1Br
CCN1C(=CC=NC2=CC=CC=C2)N(CCC(C)S(O)(=O)=O)C2=C1C=C(Cl)C(Cl)=C2
CCCCCCCCCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(O)C=C1
CCCCCC(C)(C)C1=CC(Br)=C(OCCOCCOCC(O)=O)C=C1
O=C(CN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(C=C1)N1CCOCC1
O=C(OCCSC1=NN=NN1C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
O=C(CC1=CC=CC=C1)NNC1=C(C(NC2=CC=C(C=C2)N=NC2=CC=CC=C2)=NC=N1)N(=O)=O
NC1=C(SSC2=C(N)C=CC(Br)=C2)C=C(Br)C=C1
CC(C)CN(C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
CCCCN(CCCC)P(=O)(N(CCCC)CCCC)N(CCCC)CCCC
CN(C)S(=O)(=O)OC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC=C2)C3=O)C=C1
CC1=CC=C(C=C1)S(=O)(=O)OCCCCCCCCCCCCCCCCC(O)=O
CCCCCCCCC1=CN=C(N=C1)C1=CC=C(C=C1)C1=CC=C(CCCCC)C=C1
ICCCC(S(=O)(=O)C1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1
IC1=CC=CC2=C1C(=O)C1=C(C(I)=CC=C1)C2=O
CC(=O)C1=CC=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(O)=C1
COC(=O)C1=CC(=CC(=C1)C(=O)OC)S(=O)(=O)NC1=CC=C(Cl)C(=C1)N(=O)=O
OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
CSC1=CC(NC2=C3C=C(OC4=CC=CC=C4)C=CC3=NC(C)=C2CCCl)=CC=C1
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(N)CC1=CNC2=C1C=CC=C2)C(O)=O
COC(=O)C(C)C1=CC=C(C=C1)N1C(SCC2=CC=CC=C2)=NC2=CC=CC=C2C1=O
CC(C)CCOC1=CC(I)=C(I)C=C1[N+]([O-])=O
CC1CCCC(NC(=S)NC2=CC3=C(C)C=C(N=C3C=C2)N2CCOCC2)C1C
CCOC(=O)C1=C(NC(=O)C2=CC(OCC)=C(OCC)C(OCC)=C2)SC(=C1)C1=CC=CC=C1
CC(=O)OC1=C(OC(C)=O)C2=C(C=C1)C(=O)C1=C(OC(C)=O)C=CC(OC(C)=O)=C1C2=O
OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(C)(C1=CC=C(OCCCCBr)C=C1)C1=CC=C(OCCCCBr)C=C1
CC(CCN1C=NC2=C1C(=O)N(C)C(=O)N2C)NCC(O)COC1=C2C=C(C)NC2=CC=C1
O=C1ON=C(C1=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1
CC1=CC=C(C=C1)N1CCN(CC1)C(=O)CSC1=NC2=CC=CC=C2C(=O)N1C1=CC(F)=CC=C1
C(N1CCOCC1)C1=CC(CN2CCOCC2)=C(N=C1C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCCCCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC
CCOC1=C(OC)C=C(C=C1OC)C1=NN2C(S1)=NC(=O)N(C2=O)C1=CC=C(C=C1)[N+]([O-])=O
CS(=O)(=O)C1=C(Cl)C=CC(=C1)C(=C(Cl)Cl)C1=CC(=C(Cl)C=C1)S(C)(=O)=O
CCCCCC1=CC=C(OC(=O)C=C(C)C(=O)OC2=CC=C(CCCCC)C=C2)C=C1
CC1=CC(Br)=C(I)C(Br)=C1N(=O)=O
S1C=CC2=C1C1=C(C=CS1)C1=C(SC(=C1)C1=NC=NC=C1)C1=C2C=CS1
CCCCCCC(=O)OC1=CC=C(C=C1)C#CC#CC1=CC=C(OC(=O)CCCCCC)C=C1
CC1CN=C(N1)C1=CC=C(NC(=O)C2=CC=C(C(=O)NC3=CC=C(C=C3)C3=NCC(C)N3)C(N)=C2)C=C1
O=C1OC(=NC2=CC=CC=C12)C1=C(NS(=O)(=O)C2=CC=C3C=CC=CC3=C2)C=CC=C1
COC1=CC=C(Cl)C=C1N1C(=O)CC(N2CCN(CC2)S(=O)(=O)C2=CC=CC=C2F)C1=O
COC1=NC=C(B2OC(C)(C)C(C)(C)O2)C(C)=C1NS(=O)(=O)C1=CC=C(F)C=C1F
FC(F)(F)[Pb](C(F)(F)F)(C(F)(F)F)C(F)(F)F
ClC1=CC=CC(CSC2=NN=C(SCC(=O)NC3=CC=CC=C3)S2)=C1
CC1=C(NC(=O)C2=NOC(=C2)C2=CC=C3OCCOC3=C2)C=CC(=C1)N=NC1=C(C)C=CC=C1
CCCCCCCCCC(=O)C1=C2C(=O)OC3(C2=CC=C1)C1=C(OC2=C3C=CC(O)=C2)C=C(O)C=C1
COC1=CC=C(C=C1)C1=COC2=C3CN(COC3=CC=C2C1=O)C1CCS(=O)(=O)C1
OC(=O)C1=CC(NC(=O)COC2=CC=C(OC3=CC=C(C=C3)C(F)(F)F)C=C2)=CC=C1
C(CN1C2=CC=CC=C2SC2=CC=CC=C12)N1CCN(CC2=CC=CC=C2)CC1
COC1=CC=C(NCC2=NN=C(SCC(=O)N(C)C3=CC=CC=C3)N2C2=C(C)C(C)=CC=C2)C=C1
CCOC1=CC(=CC(OCC)=C1OCC)C(=O)NC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)COS(=O)(=O)C1=CC=C(C)C=C1
[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O
CCN1N=C(C)C2=C(C=C(C)N=C12)C(=O)NC(C)C1=CC=C(C=C1)N1CCCCC1
COCCCNC(=O)C1=C(NC(=O)C2=CC=C(Cl)C=C2)SC2=C1CCCC2
ClC1=CC=C(C=C1)N(C1=CC=C(Cl)C=C1)C1=CC=C(C=C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
CC(C)N(CCN)C1=NC(N)=C(N=C1Cl)C(=O)\N=C\NNC(=O)C1=C(O)C=C(C=C1)N=[N+]=[N-]
BrC1=CC=CC=C1C#CCCC(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1
O=C(NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)C1=CC=CC=C1)C1=CN=CO1
CCN1C(OC2=C1C=CC=C2)=CC=C1C(C)=NN(C1=O)C1=CC=C(C=C1)S(O)(=O)=O
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C
COC1=CC=C(CN(CC2=CC(OC)=C(OC)C(OC)=C2)C(=S)NC2=CC=C(OC)C=C2)C=C1
CC1=CC=C(C=C1N=CC1=CC=CC=C1OC(F)F)N=CC1=CC=CC=C1OC(F)F
COC1=CC(=CC(OC)=C1OC)C(=O)NC(=S)N(CCC#N)CC1=CC=CN=C1
CC[N+]1=C2C=CC(OC)=CC2=CC=C1C=C1SC2=C(C=C(Cl)C=C2)N1CC([O-])=O
CC1=CC=C(C=C1)S(=O)(=O)OCCCN(CC1=CC=CC=C1)C(=O)OC(C)(C)C
BrC1=CC=C2CCC3=C2C1=C(C=C3)C1=C2C3=C(CCC3=CC=C2Br)C=C1
CC1=NN(C(=O)C1=CC=CC=CC1=C(O)N(N=C1C)C1=CC=C(C=C1)C(O)=O)C1=CC=C(C=C1)C(O)=O
OC1=C(C=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC(=C(O)C=C1)C1=CC=CC=C1)C1=CC=CC=C1
CC1=CC(=C(C)C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=C(C)C=CC(C)=C1
CN(C1=C(SC=C1)C(=O)N1N=C(C)C=C1C)S(=O)(=O)C1=CC=CC(Cl)=C1
COCC(C)N1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC1=CC=C(C=C1)N=NC1=CC=CC=C1
CCOC(=O)C1=CC=C(NC(=O)CSC2=NN=C(S2)N=C(O)C2=CC=CC3=CC=CC=C23)C=C1
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl
FC(F)(F)C(F)(CN=C=O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)CN=C=O
CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C(C=CC(Cl)=O)C=C1
CCCCCCOC(=O)C1=CC2=C(C=C1)N(CC)C1=C2C=C(C=C1)C(=O)OCCCCCC
CC(=O)OC1=C(CC(=O)NC2=C(Cl)C=C(Cl)C=C2)OC2=C1C=CC(OC(C)=O)=C2
CC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)C(C)(C)C
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)NC1CCCC1
CCCCCCCCCCCCCCSCCSCCCCCCCCCCCCCC
CCC(OC1=CC(C)=CC(C)=C1)C(=O)NC1=NC=C(CC2=CC=C(C)C(Cl)=C2)S1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CC=CC2=CC=CC=C12
CC1=C(C=C(N1C1=CC=CC(=C1)C(F)(F)F)C1=CC=C(C=C1)S(C)(=O)=O)C(=O)C(F)(F)F
FC(F)(F)C(OC(=O)C1=CC=CC=C1SC1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)F
CCCCCCCCOC1=CC=C(OCCOCCOCCOCCBr)C=C1
CCC(C)(C)C1=CC=C(OCCCCCCN2CCN(CC2)C2=CC(Cl)=C(C)C=C2)C=C1
COC1=CC=C(C=C1OC)C1=C(OC)C(=O)C2=C(OC)C(OC)=CC(OC)=C2O1
CCC(C)C1=CC(C=C(C(C)CC)C1=O)=NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
O=N(=O)C1=C(OC2CCCCC2)N=CN=C1NC1=CC=C(C=C1)N=NC1=CC=CC=C1
COC1=CC=C(C=C1)C(=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
CCC(=O)N(CCC1(CC2=CC=CC=C2Cl)CCOC(C)(C)C1)CC1=CC=CC=C1F
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CN=C(C#N)C(=C1)C(F)(F)F
CC1=CC(N2C(=O)C(=O)N(C3=C(C)C=CC(C)=C3)P2(=O)N(CCCl)CCCl)=C(C)C=C1
ClC1=CC=C(C=C1)[Sn](Cl)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
COC1=CC2=CC(CN(CC3=CC(C)=CC=C3)C(=O)C3=CC=CC=C3OC)=C(Cl)N=C2C=C1
OC(=O)CCC(=O)N(C(=O)CCC(O)=O)C(=O)N(C(=O)CCC(O)=O)C(=O)CCC(O)=O
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C=O
O=C1OC(=O)C(=C1P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCCCCCCCCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C
O1C(=CN=C1C1=CC=C(C=CC2=CC=C(C=C2)C2=CN=C(O2)C2=CC=CC=C2)C=C1)C1=CC=CC=C1
O=C(CCC(=O)OCCCC1=CC=CC=C1)NC1=CC=C(C=C1)N=NC1=CC=CC=C1
OC(=O)C1=CC(Cl)=C(OCCOC2=C(Cl)C=C(C=C2Cl)C(O)=O)C=C1
CC(SC1=NN=C(O1)C1=NN(CC2=CC=CC=C2)C(=O)C2=CC=CC=C12)C(=O)C1=CC=CC=C1
COC1=CC(=CC(OC)=C1)C1=NN(C(OC(C)=O)=C1C1=CC=C(NC(C)=O)C=C1)C1=CC=C(C)C=C1C
CC(C)(C)C1=CC=C(C=C1)C(=O)NCCC(=O)NNC(=O)COC1=CC=CC=C1F
CC1=CC=C(C=C1)N1CCN(CC2COC3=C(C2=O)C2=C(C=C3)C(C)=CC(=O)O2)CC1
ClC1=C(Cl)C(Cl)=C2SC3=C(C2=C1)C(Cl)=C(Cl)C(Cl)=C3Cl
NC1=NC2=C(CC(=O)N2C2CC2)C2=C(C#N)C(=NC(N)=C12)N1CCN(CC1)C1=CC=C(F)C=C1
S=C(NCCC1=CC=CC=C1)C1=C(C2=C3N(CCCC2)C(=NN13)C1=CC=CC=C1)C1=CC=CC=C1
CCC1(COCCCCCCCCCCCOC2=CC=C(Br)C=C2)COC1
CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=CC=CC(=C1)C#N
O=C(CSC1=NN=C(CCC2CCCC2)N1)N1CCN(CC1)C1=CC=CC=N1
CC(=O)OC1CC23CC(C)(O)C(CCC2C(C)(O)C2C4OC4C(C)(C)C12O)C3O
COC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C2C(=O)NC(=S)NC2=O)C=C1
C([Se]C1=CC=CC=C1)C1=CC=CC=C1C[Se]C1=CC=CC=C1
COC1=C2OC=CC2=C(OC)C2=C1OC(=CC2=O)C1SCC(=O)N1C1=CC=CC=C1
CC1(C)OB(OC1(C)C)C1=CC(OCCOC2=CC=CC(=C2)B2OC(C)(C)C(C)(C)O2)=CC=C1
[O-][N+](=O)C12C3C4([N+]([O-])=O)C1([N+]([O-])=O)C1([N+]([O-])=O)C2([N+]([O-])=O)C3([N+]([O-])=O)C41[N+]([O-])=O
CC1=C(C=C(O1)C1=CC=C(Cl)C=C1)C(=O)NC1=CC(=NN1C1=CC=C(F)C=C1)C1=CC=CS1
CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CCCCC2=CC=CC=C2)C(CO)=N1
COC1=CC=C(CNC(=O)C2CCCN(C2)C2=CC=C(N=N2)C2=CC=NC=C2)C=C1
COC1=C(OC)C=C(CCN2C(=O)OC3(CCN(CCC4=CC=CC=C4)CC3)C2=C)C=C1
COC1=CC(O)=C(C(CC(=O)N2CCC(C)CC2)C2=CC=C3OCOC3=C2)C(OC)=C1
COCCOC1=CC=C(Br)C=C1C(=O)NC(=S)N1CCN(CC1)C1=CC=CC=C1
C1=CC2=CC3=CC=CC=C3C(C#CC#CC3=C4C=CC=CC4=CC4=CC=CC=C34)=C2C=C1
COC1=CC=C(NC(=O)CN2C(=O)C(=NC22CCC(C)CC2)C2=CC=CC=C2)C=C1F
CC(=O)OCOC1C(COC(C)=O)OCOC(COC(C)=O)C1OCOC(C)=O
ClC1=C(N2CCCCC2)C(=O)N(C1=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
COC1=CC=C(C=C1OC)C1C(C2C=CC=CC2C(=O)N1CCCCl)C(O)=O
CN1C(CC2=NN(C)C(=O)C3=CC=CC=C23)=NN=C1SCC(=O)NC1=CC=CC=C1
CCCCOC1=CC=C(C=C1Br)C(=O)NNC(=O)COC1=C(C)C=CC=C1C
CC(=O)OC1=CC=C2C(=O)C(=COC2=C1)C1=CC=C(OC(C)=O)C2=C1OC(C)(C)C=C2
CCC1=CC=CC(C)=C1NC1=CC=C(NC2=C(C)C=CC=C2CC)C2=C1C(=O)C1=CC=CC=C1C2=O
ClC1=CC=C(OCC(=O)NC2=CC(Cl)=C(C=C2)N2CCCCC2)C(Cl)=C1
O1C2=CC3=C(OC(=C3C3=CC=CC=C3)C3=CC=CC=C3)C=C2C(=C1C1=CC=CC=C1)C1=CC=CC=C1
ClC1=C(SC2=CC=CC=C12)C(=O)NC1=CC=CC(=C1)C1=NC2=CC=CC=C2S1
OC(=O)C1=C(NC(=S)NC(=O)COC2=CC=CC=C2)C=CC(I)=C1
CN(C1=CC=C(C=C1)C(=O)NCCSCC1=CC=C(C)C=C1)S(=O)(=O)C1=CC=CC=C1
CCOC1=C(Cl)C=C(C=C1)C(C)(C)CSCC1=CC(OC2=CC=CC=C2)=C(F)C=C1
FC(F)(F)C1=CC(=CC=C1)S(=O)(=O)NCCC(=O)OCC(=O)C1=CC=C(Cl)C=C1
O=C(OCC(COC(=O)C=CC1=CC=CC=C1)OC(=O)C=CC1=CC=CC=C1)C=CC1=CC=CC=C1
BrC1=CC2=C(N=C1)C1=C(C=C(Br)C=N1)C(Br)=C2Br
CCCCCCCCCCCCC(OC1=CC=C(NS(=O)(=O)CCCC)C=C1)C(=O)OC
CN(CC1=CC2=CC=CC=C2N1CCC(O)=O)N(C)C(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2
CCCCCCCC(=O)C1=CC2=C(C=C1)C1=C(C2)C=C(C=C1)C(=O)CCCCCCC
CC(C)(C)CC(=O)NC1CCN(CC1)C1=CC=CC=C1C(=O)NCC1=CC=CN=C1
O=C(O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=NC=C1
OC(=O)C(CCCNC(=O)C1=CC=CC=C1)(CCCNC(=O)C1=CC=CC=C1)C(O)=O
COC(=O)C1=CC=C2N(C(=CC2=C1)C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1
CCCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1C(=O)NC1=CC=CC=C1
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C(NS(=O)(=O)C2=CC=CC=C2)=C1
OC(=O)C1=CC=C(NC(=S)NC2=CC=C(NC(=S)NC3=CC=C(C=C3)C(O)=O)C=C2)C=C1
CC1=C(C=CC=C1)N=NC1=CC(C)=C(NC(=O)C2C(C=C(Cl)Cl)C2(C)C)C=C1
CC(C)=CC1COC2CC3(C)C4CC=C5C(CC(=O)C(O)C5(C)C)C4(C)C(=O)CC3(C)C2C1(C)O
OC(=O)C1=C2C=C(Br)C=CC2=NC(C=CC2=CC=C(OC(F)(F)F)C=C2)=C1
CCC1=CC2=C(C=C1CC)N(CC(O)C(O)C(O)CO)C1=NC(=O)N=C(O)C1=N2
CCCSC1=NN=C(CC2=NN=C(SCCC)N2CC2=CC=CC=C2)N1CC1=CC=CC=C1
CC(=O)OCCN(CCO)C1=CC=C(C=C1)N=NC1=NN=C(S1)C1=CC=CC=C1
CC1(C)CC(CC(C)(C)N1)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
NC1=CC(I)=C(C(I)=C1)S(O)(=O)=O
OC(=O)C1=C(NC(=S)NC(=O)C2=CC=CC=C2)C(I)=CC(Cl)=C1
OC1=C(Br)C=C(C=NOC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br
BrC1=CC(Br)=C(Br)C2=C1C1=CC=CC=C1O2
COC1=CC=C(C=C1OC)S(=O)(=O)N1CCC(CC1)OC1=CC=C(Br)C=C1
BrC1=CC2=C(NC3=C2C=C(Br)C=C3Br)C(Br)=C1
O=C(C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1)C1C(=O)C2=CC=CC=C2C1=O
CCCCCCCCCCC#CCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C
ClC(Cl)(Cl)C(=O)NS(=O)(=O)C1=CC=C(I)S1
CCOC1=CC(=CC(Br)=C1OC)C(=O)NC1=CC=C(C=C1)N1CCOCC1
C1CCSCCCCCSCCCCCSCCCCCSCC1
COC(=O)C(OC1=C2C=C(SC2=CC=C1)C(=N)NC(=O)OC(C)(C)C)C1=CC=CC=C1
CC1(C)OB(OC1(C)C)C1=CC=CC(=C1)C1=CC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
CCCC1=C2NC(=NC(=O)C2=NN1C)C1=C(OCC)C=CC(=C1)S(Cl)(=O)=O
CC(C)CC(N)C(O)=NC(CC(C)C)C(O)=NCC(O)=NC(CC1=CC=CC=C1)C(O)=O
O=C1C2=CC=CC(NC3=C4C=CC=C5C(=O)C6=C(C=CC=C6)C(C=C3)=C45)=C2C(=O)C2=C1C=CC=C2
CCCCCCCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O
CC(C)C1=CC=C(C=C1)C(=O)N(C)CCN1CCN(CC1)C1=CC=CC2=C1OC=C2
OC(=O)C1=CC=C(OC2CCN(CC2)C(=O)C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1
CCCCCCCCCCCCCCCCCC(=O)OC1=CC=CC(=C1)C(O)CNCC
CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OCCCCCCOC(=O)CC)C=C2)C=C1
COC1=CC(OC)=C2OC(=C(OC)C(=O)C2=C1O)C1=CC(OC)=C(OC)C(OC)=C1
COC(=O)C1=C(OC)C=CC=C1CCC1=C(N=C(OC1=O)N(C)C)C1=CC=CC=C1
CC1=C(C)C=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C2=NC3=C(C)C=CC=C3C(=O)O2)C1=O
CCCCOC1=CC=CC(=C1)C(=O)NC1=NC2=C(CN(CC3=CC=CC=C3)CC2)S1
COC1=CC2=C(NC3=CC=C(C=C3)S(=O)(=O)NC3=NC=CS3)C3=CC=CC=C3N=C2C=C1
CC1=CC=CC(=C1)C(CNC(=O)C1CCN(CC1)C(=O)C(F)(F)F)N1CCOCC1
ClC1=CC=C(C=C1Cl)C(=O)NC1=NN=C(CC2=CNC3=CC=CC=C23)S1
ClC1=CC2=C(OC(=O)N2CCCN2C(=O)C3=CC=CC=C3C2=O)C=C1Br
COC1=CC(NC(=O)NC2=CC=C3N(CC(C)C)C(=O)C(C)(C)COC3=C2)=CC=C1
COC1=CC=C2C(C(CCCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C1NC(=O)NC(O)(C1C(=O)C1=CC=CC=C1)C(F)(F)F
